# source: EASA 'ANP Archive tables - Version 2.3' (archive_anp_v2.3.zip, members dated 2023-06-26)
# zip sha256 6147f05ea50f57df816ad2bbf8a1e870bcc74f253fb32bfeea5f468ea85d852f; ANP2.3_Aircraft.csv sha256 90749eba0d6bfbcc4b6ef1e888c92d78c1da6c50acbc9ebac4aea3b5804ea98d; ANP2.3_Aerodynamic_coefficients.csv sha256 cbebe5b376f1c087ba2fd4c2ea6af6254360eea401aab74cf1792f639251d482
# rows for every ANP ID referenced by coverage_matrix.csv (native reading or official substitute); ';'-separated as in the source
# Doc 29 4th ed. Vol 2 eq. B-24: V_CA = D*sqrt(W) (landing flap D, W in lbf, V in kt); B-25 uses R = drag-to-lift ratio for the flap/gear setting
[ANP2.3_Aircraft.csv]
ACFT_ID;Description;Engine Type;Number Of Engines;Weight Class;Owner Category;Max Gross Takeoff Weight (lb);Max Gross Landing Weight (lb);Max Landing Distance (ft);Max Sea Level Static Thrust (lb);Noise Chapter;NPD_ID;Power Parameter;Approach Spectral Class ID;Departure Spectral Class ID;Lateral Directivity Identifier
1900D;Beech 1900D / PT6A67;Turboprop;2;Large;Commercial;16950;14940;1696;3367;1;PT6A67;CNT (lb);213;109;Prop
717200;Boeing 717-200 / BR 715;Jet;2;Large;Commercial;121000;110000;4600;18000;3;BR715;CNT (lb);203;105;Fuselage
727200;Boeing 727-200 / JT8D-7;Jet;3;Large;Commercial;217600;163300;5571;11895;1;3JT8D;CNT (lb);201;101;Fuselage
727D15;Boeing 727-200 / JT8D-15;Jet;3;Large;Commercial;208000;169000;4922;15500;1;3JT8D;CNT (lb);201;101;Fuselage
727D17;Boeing 727-200 / JT8D-17;Jet;3;Large;Commercial;208000;169000;5444;16000;2;3JT8DQ;CNT (lb);201;101;Fuselage
727Q15;Boeing 727-200 / JT8D-15QN;Jet;3;Large;Commercial;208000;169000;4922;15500;2;3JT8DQ;CNT (lb);201;101;Fuselage
727Q9;Boeing 727-200 / JT8D-9;Jet;3;Large;Commercial;191000;160000;5444;14500;2;3JT8DQ;CNT (lb);201;101;Fuselage
737500;Boeing 737-500 / CFM56-3C-1;Jet;2;Large;Commercial;133500;111000;4551;20000;3;CFM563;CNT (lb);202;102;Wing
737700;Boeing 737-700 / CFM56-7B24;Jet;2;Large;Commercial;154500;129200;4445;24000;3;CF567B;CNT (lb);206;104;Wing
757300;Boeing 757-300 / RB211-535E4B;Jet;2;Large;Commercial;275000;224000;5651;43100;3;RR535E;CNT (lb);203;103;Wing
767400;Boeing 767-400ER / CF6-80C2B(F) ;Jet;2;Heavy;Commercial;450000;340000;6000;58685;3;CF680C;CNT (lb);205;102;Wing
767CF6;Boeing 767-200 / CF6-80A;Jet;2;Heavy;Commercial;315500;270000;4700;48000;3;2CF680;CNT (lb);203;103;Wing
767JT9;Boeing 767-200 / JT9D-7R4D;Jet;2;Heavy;Commercial;351000;270000;4744;48000;3;2CF680;CNT (lb);203;103;Wing
A300-622R;Airbus A300-622R / PW4158;Jet;2;Heavy;Commercial;378533;308647;4735;58000;3;PW4158;CNT (lb);202;103;Wing
A300B4-203;Airbus A300B4-200 / CF6-50C2;Jet;2;Heavy;Commercial;364000;295000;5367;52500;3;2CF650;CNT (lb);203;103;Wing
BEC58P;Raytheon BARON 58P / TS10-520-L;Piston;2;Small;General Aviation;6100;6100;2733;779;0;TSIO52;CNT (% of Max Static Thrust);215;109;Prop
CIT3;Cessna Citation III / TFE731-3-100S;Jet;2;Large;General Aviation;20000;17000;2770;3650;3;TF7313;CNT (lb);216;113;Fuselage
CL600;Canadair CL-600 / ALF502L;Jet;2;Large;General Aviation;36000;33000;3300;7500;3;AL502L;CNT (lb);216;113;Fuselage
CL601;Canadair CL-601 / CF34-3A;Jet;2;Large;General Aviation;43100;36000;3550;9220;3;CF34;CNT (lb);216;113;Fuselage
CNA182;Cessna 182H / Continental O-470-R;Piston;1;Small;General Aviation;2800;2800;1544;965;2;O470R;CNT (lb);215;113;Prop
CNA208;Cessna 208 / PT6A-114;Turboprop;1;Small;General Aviation;8750;8500;1740;2300;3;PT6A114;CNT (lb);210;109;Prop
CNA20T;Cessna T206H / Lycoming TIO-540-AJ1A;Piston;1;Small;General Aviation;3600;3600;1880;825;0;TIO540;Other (RPM);215;109;Prop
CNA441;Cessna CONQUEST II / TPE331-8;Turboprop;2;Small;Commercial;9900;9400;1939;1535;0;TPE331;CNT (% of Max Static Thrust);210;111;Prop
CNA500;Cessna Citation II / JT15D-4;Jet;2;Large;General Aviation;14700;14000;3050;2500;3;JT15D1;CNT (lb);216;113;Fuselage
CNA510;Cessna Mustang Model 510 / PW615F;Jet;2;Small;Commercial;8645;7200;3010;1466;0;PW615F;CNT (lb);203;113;Fuselage
CNA525C;Cessna Citation CJ4 525C / FJ44-4A;Jet;2;Small;Commercial;16950;15500;3010;3600;4;FJ44-4;CNT (lb);235;136;Fuselage
CNA55B;Cessna 550 Citation Bravo / PW530A;Jet;2;Large;General Aviation;14800;13500;3010;2863;0;PW530A;CNT (lb);203;113;Fuselage
CNA560E;Cessna Citation Encore 560 / PW535A;Jet;2;Small;Commercial;16300;13680;3000;3313;3;2PW535;CNT (lb);238;138;Fuselage
CNA560U;Cessna Citation Ultra 560 / JT15D-5D;Jet;2;Small;Commercial;16300;13680;2700;3029;3;2J155D;CNT (lb);237;113;Fuselage
CNA560XL;Cessna Citation Excel 560 / PW545A;Jet;2;Small;Commercial;20000;16830;3000;3824;3;PW545A;CNT (lb);238;137;Fuselage
CNA680;Cessna Citation Sovereign 680 / PW306C;Jet;2;Small;Commercial;30000;24390;3010;5749;3;PW306C;CNT (lb);236;136;Fuselage
CNA750;Cessna Citation X / Rolls Royce Allison AE3007C;Jet;2;Large;General Aviation;35700;31800;3500;6407;3;AE300C;CNT (lb);202;105;Fuselage
CRJ9-ER;Bombardier CL-600-2D15 / CL-600-2D24 / CF34-8C5;Jet;2;Large;Commercial;82500;73500;5779;13525;3;CF348C5;CNT (lb);216;113;Fuselage
DHC6;De Havilland DASH 6 / PT6A-27;Turboprop;2;Small;Commercial;12500;12300;1500;2000;0;PT6A27;CNT (% of Max Static Thrust);210;109;Prop
DHC8;Bombardier de Havilland DASH 8-100 / PW121;Turboprop;2;Large;Commercial;34500;33900;3000;4750;3;PW120;CNT (% of Max Static Thrust);213;112;Prop
DO328;Dornier 328-100 / PW119C;Turboprop;2;Large;Commercial;30843;29167;3825;6745;3;PW119C;CNT (lb);214;109;Prop
ECLIPSE500;Eclipse 500 / PW610F;Jet;2;Small;General Aviation;6000;5600;2389;1031;3;PW610F;CNT (lb);201;103;Fuselage
EMB120;Embraer 120 ER / Pratt & Whitney PW118;Turboprop;2;Large;Commercial;26433;25794;5571;4000;3;EPW118;CNT (lb);213;109;Prop
EMB145;Embraer 145 ER / Allison AE3007;Jet;2;Large;Commercial;45420;41230;4232;7500;3;AE3007;CNT (lb);216;113;Fuselage
EMB14L;Embraer 145 LR / Allison AE3007A1;Jet;2;Large;Commercial;48500;42550;4232;7500;3;AE3007;CNT (lb);216;113;Fuselage
EMB175;Embraer ERJ170-200;Jet;2;Large;Commercial;85517;74957;4130;13800;3;CF348E;CNT (lb);216;113;Wing
F10065;Fokker 100 / TAY 650-15;Jet;2;Large;Commercial;98000;88000;4704;15100;3;TAY650;CNT (lb);201;101;Fuselage
FAL20;Dassault FALCON 20 / CF700-2D-2;Jet;2;Large;General Aviation;28700;27300;2490;4500;2;CF700;CNT (lb);203;113;Fuselage
GIIB;Gulfstream GIIB / GIII - SPEY 511-8;Jet;2;Large;General Aviation;69700;58500;3250;11400;2;SPEYHK;CNT (lb);216;104;Fuselage
GIV;Gulfstream GIV-SP / TAY 611-8;Jet;2;Large;General Aviation;74600;66000;3190;13850;3;TAYGIV;CNT (lb);203;113;Fuselage
GV;Gulfstream GV / BR 710;Jet;2;Large;General Aviation;90500;75300;2760;14750;3;BR710;CNT (lb);205;105;Fuselage
HS748A;Hawker Siddeley HS-748 / DART MK532-2;Turboprop;2;Large;Commercial;46500;43000;3360;5150;2;RDA532;CNT (% of Max Static Thrust);212;110;Prop
IA1125;IAI-1125 ASTRA / TFE731-3A;Jet;2;Large;General Aviation;23500;20700;3689;3700;3;TF7313;CNT (lb);216;113;Fuselage
LEAR35;Learjet 36 / TFE731-2;Jet;2;Large;General Aviation;18300;15300;3076;3500;3;TF7312;CNT (lb);216;113;Fuselage
MD82;McDonnell Douglas MD-82 / JT8D-217A;Jet;2;Large;Commercial;149500;130000;4920;20900;3;2JT8D2;CNT (lb);204;104;Fuselage
MD83;McDonnell Douglas MD-83 / JT8D-219;Jet;2;Large;Commercial;160000;139500;5200;21700;3;2JT8D2;CNT (lb);204;104;Fuselage
MU3001;Mitsubishi MU300-10 Diamond II / JT15D-5;Jet;2;Large;General Aviation;14100;13200;2800;2500;3;JT15D5;CNT (lb);203;113;Fuselage
PA28;Piper Warrior PA-28-161 / O-320-D3G;Piston;1;Small;General Aviation;2325;2325;1695;400;0;O320D3;Other (RPM);213;113;Prop
PA31;Piper Navajo Chieftain PA-31-350 / TIO-5;Piston;2;Small;General Aviation;7000;7000;1850;1481;0;TIO542;Other (RPM);213;109;Prop
PA42;Piper PA-42 / PT6A-41;Turboprop;2;Small;General Aviation;11200;10330;3300;1800;3;PT6A41;CNT (lb);213;109;Prop
SF340;Saab SF340B / CT7-9B;Turboprop;2;Large;Commercial;27300;26500;3470;4067;3;CT75;CNT (% of Max Static Thrust);211;110;Prop

[ANP2.3_Aerodynamic_coefficients.csv]
ACFT_ID;Op Type;Flap_ID;B;C;D;R
1900D;A;35-A;;;0.915858;0.130495
1900D;A;A_40D;;;0.416345;0.140491
1900D;A;ZERO-A;;;;0.106643
1900D;D;17-D;0.060076;0.858496;;0.072968
1900D;D;ZERO-D;;;;0.094383
717200;A;A_0U;;;;0.064560
717200;A;A_13D;;;;0.109249
717200;A;A_13U;;;;0.095353
717200;A;A_18D;;;;0.110090
717200;A;A_18U;;;;0.095015
717200;A;A_40D;;;0.416345;0.140491
717200;D;T_00B;;;;0.060000
717200;D;T_00C;;;;0.060000
717200;D;T_05H;0.011607;0.483254;;0.075000
717200;D;T_05M;0.011795;0.489068;;0.075000
717200;D;T_13A;0.010862;0.469923;;0.078000
727D15;A;5;;;;0.086900
727D15;A;D-25;;;0.383689;0.109535
727D15;A;D-30;;;0.368000;0.143700
727D15;A;D-40;;;0.360000;0.184400
727D15;A;U-15;;;;0.089969
727D15;A;U-25;;;;0.109535
727D15;A;ZERO;;;;0.059400
727D15;D;15;0.008260;0.388000;;0.092900
727D15;D;2;;;;0.085700
727D15;D;20;0.007712;0.376653;;0.108897
727D15;D;25;0.007630;0.367000;;0.111200
727D15;D;5;0.009240;0.409000;;0.086900
727D15;D;ZERO;;;;0.059400
727D17;A;5;;;;0.086900
727D17;A;D-25;;;0.383689;0.124821
727D17;A;D-30;;;0.368000;0.143700
727D17;A;D-40;;;0.360000;0.184400
727D17;A;U-15;;;;0.089969
727D17;A;U-25;;;;0.109535
727D17;A;ZERO;;;;0.059400
727D17;D;15;0.008260;0.388000;;0.092900
727D17;D;2;;;;0.085700
727D17;D;20;0.007712;0.376653;;0.108897
727D17;D;25;0.007630;0.367000;;0.111200
727D17;D;5;0.009240;0.409000;;0.086900
727D17;D;ZERO;;;;0.059400
727Q15;A;5;;;;0.086900
727Q15;A;D-25;;;0.383689;0.109535
727Q15;A;D-30;;;0.368000;0.143700
727Q15;A;D-40;;;0.360000;0.184400
727Q15;A;U-15;;;;0.089969
727Q15;A;U-25;;;;0.109535
727Q15;A;ZERO;;;;0.059400
727Q15;D;15;0.008260;0.388000;;0.092900
727Q15;D;2;;;;0.085700
727Q15;D;20;0.007712;0.376653;;0.108897
727Q15;D;25;0.007630;0.367000;;0.111200
727Q15;D;5;0.009240;0.409000;;0.086900
727Q15;D;ZERO;;;;0.059400
727Q9;A;5;;;;0.086900
727Q9;A;D-25;;;0.372885;0.124565
727Q9;A;D-30;;;0.367614;0.142606
727Q9;A;D-40;;;0.359182;0.184273
727Q9;A;U-15;;;;0.090523
727Q9;A;U-25;;;;0.109315
727Q9;A;ZERO;;;;0.059400
727Q9;D;15;0.008260;0.388000;;0.092900
727Q9;D;2;;;;0.085700
727Q9;D;20;0.007712;0.376653;;0.108897
727Q9;D;25;0.007630;0.367000;;0.111200
727Q9;D;5;0.009240;0.409000;;0.086900
727Q9;D;ZERO;;;;0.059400
737500;A;5;;;;0.080300
737500;A;D-15;;;0.453800;0.108400
737500;A;D-30;;;0.428100;0.125300
737500;A;D-40;;;0.416600;0.151000
737500;A;ZERO;;;;0.061000
737500;D;1;;;;0.071200
737500;D;15;0.010900;0.454100;;0.092500
737500;D;5;0.011380;0.474697;;0.080300
737500;D;ZERO;;;;0.061000
737700;A;A_15;;;0.412200;0.104800
737700;A;A_30;;;0.398600;0.119400
737700;A;A_40;;;0.390700;0.143400
737700;A;T_5;;;;0.074900
737700;A;T_ZERO;;;;0.055200
737700;D;T_00H;;;;0.063000
737700;D;T_01;0.009700;0.432900;;0.062000
737700;D;T_05A;;;;0.070000
737700;D;T_10;0.008900;0.411200;;0.085800
737700;D;T_15;0.008700;0.406000;;0.088900
737700;D;T_25;0.008600;0.402100;;0.093200
737700;D;T_5;0.009300;0.425100;;0.074900
737700;D;T_ZERO;;;;0.055200
757300;D;T_00;;;;0.055540
757300;D;T_01;;;;0.059430
757300;D;T_05;0.006931;0.387540;;0.079930
767400;A;L_25_D;;;0.260100;0.115600
767400;A;L_30_D;;;0.253600;0.126500
767400;D;T_00_U;;;;0.049200
767400;D;T_05A;;;;0.055000
767400;D;T_05B;;;;0.060000
767400;D;T_05_U;0.004300;0.297200;;0.067400
767400;D;T_15_U;0.004100;0.287600;;0.073600
767400;D;T_20_U;0.003624;0.277500;;0.079400
767CF6;A;1;;;;0.064600
767CF6;A;5;;;;0.068500
767CF6;A;D-25;;;0.290090;0.107500
767CF6;A;D-30;;;0.280960;0.123200
767CF6;D;1;0.005570;0.316250;;0.064600
767CF6;D;15;0.005040;0.292490;;0.074000
767CF6;D;20;0.004900;0.284960;;0.077900
767CF6;D;5;0.005300;0.305760;;0.068500
767CF6;D;ZERO;;;;0.048900
767JT9;A;5;;;;0.070500
767JT9;A;D-25;;;0.290090;0.108500
767JT9;A;D-30;;;0.280960;0.125800
767JT9;A;ZERO;;;;0.052000
767JT9;D;1;0.005040;0.316250;;0.065800
767JT9;D;15;0.004360;0.292490;;0.075600
767JT9;D;20;0.004170;0.284960;;0.080200
767JT9;D;5;0.004720;0.305760;;0.070500
767JT9;D;ZERO;;;;0.052000
A300-622R;A;1;;;;0.071539
A300-622R;A;2_D;;;;0.094763
A300-622R;A;2_U;;;;0.072592
A300-622R;A;3_D;;;0.274926;0.102372
A300-622R;A;FULL_D;;;0.253296;0.125036
A300-622R;A;ZERO;;;;0.052053
A300-622R;D;0;;;;0.053127
A300-622R;D;1500;0.004121;0.292000;;0.072348
A300B4-203;A;1;;;;0.090223
A300B4-203;A;D-15;;;0.282370;0.106070
A300B4-203;A;D-25;;;0.271510;0.125568
A300B4-203;A;ZERO;;;;0.063491
A300B4-203;D;1;0.005307;0.324359;;0.090223
A300B4-203;D;15;0.004020;0.278999;;0.102935
A300B4-203;D;8;0.004239;0.291059;;0.093067
A300B4-203;D;ZERO;;;;0.063491
BEC58P;A;D-15;;;;0.148850
BEC58P;A;D-30;;;1.334920;0.160000
BEC58P;A;TO;;;;0.137700
BEC58P;A;ZERO;;;;0.125381
BEC58P;D;TO;0.100258;1.280980;;0.137700
BEC58P;D;ZERO;;;;0.125381
CIT3;A;10;;;;0.092263
CIT3;A;D-40;;;0.966375;0.147159
CIT3;A;D-INTR;;;;0.130842
CIT3;A;ZERO;;;;0.070000
CIT3;D;10;;;;0.092263
CIT3;D;20;0.042840;0.947523;;0.114525
CIT3;D;ZERO;;;;0.070000
CL600;A;10;;;;0.079246
CL600;A;D-45;;;0.766248;0.169002
CL600;A;D-INTR;;;;0.128747
CL600;A;ZERO;;;;0.070000
CL600;D;10;;;;0.079246
CL600;D;20;0.028225;0.780719;;0.088492
CL600;D;ZERO;;;;0.070000
CL601;A;10;;;;0.075805
CL601;A;D-45;;;0.769487;0.163669
CL601;A;D-INTR;;;;0.122639
CL601;A;ZERO;;;;0.070000
CL601;D;10;;;;0.075805
CL601;D;20;0.032183;0.780565;;0.081609
CL601;D;ZERO;;;;0.070000
CNA182;A;F10APP;;;;0.122000
CNA182;A;F30APP;;;1.285000;0.151000
CNA182;A;ZERO-A;;;;0.127000
CNA182;D;F-20D;0.058000;1.204000;;0.170000
CNA182;D;ZERO;;;;0.127000
CNA182;D;ZERO-C;;;;0.097000
CNA182;D;ZERO-T;;;;0.103000
CNA208;A;F30APP;;;0.867722;0.099468
CNA208;A;ZERO-A;;;;0.089802
CNA208;D;F-20D;0.033202;0.748330;;0.105087
CNA208;D;ZERO;0.050030;0.887307;;0.089802
CNA208;D;ZERO-C;;;;0.087252
CNA208;D;ZERO-T;;;;0.060282
CNA20T;A;10_D;;;;0.109615
CNA20T;A;40_D;;;1.325740;0.211577
CNA20T;D;20_T;0.054669;1.045287;;0.137950
CNA20T;D;ZERO_C;;;;0.101535
CNA20T;D;ZERO_T;0.054669;0.959417;;0.099791
CNA441;A;D-INTR;;;;0.141579
CNA441;A;D-L;;;1.023290;0.162936
CNA441;A;TO;;;;0.120222
CNA441;A;ZERO;;;;0.096518
CNA441;D;TO;0.072722;1.108340;;0.120222
CNA441;D;ZERO;;;;0.096518
CNA500;A;1;;;;0.080282
CNA500;A;D-35;;;0.991547;0.147335
CNA500;A;D-INTR;;;;0.113809
CNA500;A;ZERO;;;;0.070000
CNA500;D;1;;;;0.080282
CNA500;D;12;0.054342;0.956752;;0.090564
CNA500;D;ZERO;;;;0.070000
CNA510;A;A_15;;;1.073624;0.088506
CNA510;A;A_35;;;1.002913;0.126185
CNA510;A;ZERO_C;;;;0.088914
CNA510;D;D_15;0.070510;1.179843;;0.097415
CNA510;D;ZERO_C;;;;0.088914
CNA510;D;ZERO_D;0.090811;1.347624;;0.103158
CNA525C;A;A_15;;;1.012614;0.106795
CNA525C;A;A_35;;;0.946574;0.126615
CNA525C;A;ZERO_C;;;;0.085000
CNA525C;D;D-15;0.053355;0.993147;;0.096525
CNA525C;D;ZERO_C;;;;0.085000
CNA525C;D;ZERO_D;0.061279;1.065348;;0.091290
CNA55B;A;A_15;;;1.014270;0.118086
CNA55B;A;A_35;;;0.955300;0.200794
CNA55B;A;ZERO_C;;;;0.108330
CNA55B;D;D_15;0.056280;1.080923;;0.128052
CNA55B;D;ZERO_C;;;;0.108330
CNA55B;D;ZERO_D;0.063189;1.159835;;0.119835
CNA560E;A;15 U;;;0.919106;0.099403
CNA560E;A;35 D;;;0.870372;0.130841
CNA560E;A;ZERO;;;;0.122635
CNA560E;D;15;0.054336;1.014289;;0.122203
CNA560E;D;7;0.059522;1.061591;;0.119510
CNA560E;D;ZERO;;;;0.122635
CNA560U;A;7;;;;0.126990
CNA560U;A;7_APP;;;;0.126990
CNA560U;A;D 15;;;0.864640;0.088125
